id,event_id,role,position,media_type,src,filename,mime_type,metadata
camping-805:gallery:0,camping-805,gallery,0,image,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%2088%2088%22%3E%3Crect%20width%3D%2288%22%20height%3D%2288%22%20rx%3D%2218%22%20fill%3D%22%230b5cab%22%2F%3E%3Ccircle%20cx%3D%2244%22%20cy%3D%2226%22%20r%3D%2218%22%20fill%3D%22%23f7c948%22%2F%3E%3Cpath%20d%3D%22M44%2015l5.4%2010.8%2011.9%201.7-8.6%208.4%202%2011.8L44%2042l-10.7%205.7%202-11.8-8.6-8.4%2011.9-1.7z%22%20fill%3D%22%230b5cab%22%2F%3E%3Ctext%20x%3D%2244%22%20y%3D%2264%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%2211%22%20font-weight%3D%22700%22%20fill%3D%22%23fff%22%3EScout.org%3C%2Ftext%3E%3Ctext%20x%3D%2244%22%20y%3D%2276%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%227%22%20fill%3D%22%23dbeafe%22%3EOfficial%20fallback%3C%2Ftext%3E%3C%2Fsvg%3E","","","{""id"": ""image-1"", ""title"": """", ""storage"": ""external"", ""comments"": [], ""mediaType"": ""image"", ""reactions"": {""like"": [], ""love"": [], ""laugh"": [], ""disappointed"": []}, ""description"": """"}"
hiking-804:image:0,hiking-804,image,0,image,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%2088%2088%22%3E%3Crect%20width%3D%2288%22%20height%3D%2288%22%20rx%3D%2218%22%20fill%3D%22%230b5cab%22%2F%3E%3Ccircle%20cx%3D%2244%22%20cy%3D%2226%22%20r%3D%2218%22%20fill%3D%22%23f7c948%22%2F%3E%3Cpath%20d%3D%22M44%2015l5.4%2010.8%2011.9%201.7-8.6%208.4%202%2011.8L44%2042l-10.7%205.7%202-11.8-8.6-8.4%2011.9-1.7z%22%20fill%3D%22%230b5cab%22%2F%3E%3Ctext%20x%3D%2244%22%20y%3D%2264%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%2211%22%20font-weight%3D%22700%22%20fill%3D%22%23fff%22%3EScout.org%3C%2Ftext%3E%3Ctext%20x%3D%2244%22%20y%3D%2276%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%227%22%20fill%3D%22%23dbeafe%22%3EOfficial%20fallback%3C%2Ftext%3E%3C%2Fsvg%3E","","","{""storage"": ""external""}"
hiking-804:gallery:0,hiking-804,gallery,0,image,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%2088%2088%22%3E%3Crect%20width%3D%2288%22%20height%3D%2288%22%20rx%3D%2218%22%20fill%3D%22%230b5cab%22%2F%3E%3Ccircle%20cx%3D%2244%22%20cy%3D%2226%22%20r%3D%2218%22%20fill%3D%22%23f7c948%22%2F%3E%3Cpath%20d%3D%22M44%2015l5.4%2010.8%2011.9%201.7-8.6%208.4%202%2011.8L44%2042l-10.7%205.7%202-11.8-8.6-8.4%2011.9-1.7z%22%20fill%3D%22%230b5cab%22%2F%3E%3Ctext%20x%3D%2244%22%20y%3D%2264%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%2211%22%20font-weight%3D%22700%22%20fill%3D%22%23fff%22%3EScout.org%3C%2Ftext%3E%3Ctext%20x%3D%2244%22%20y%3D%2276%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%227%22%20fill%3D%22%23dbeafe%22%3EOfficial%20fallback%3C%2Ftext%3E%3C%2Fsvg%3E","","","{""id"": ""image-1"", ""title"": """", ""storage"": ""external"", ""comments"": [], ""mediaType"": ""image"", ""reactions"": {""like"": [], ""love"": [], ""laugh"": [], ""disappointed"": []}, ""description"": """"}"
plan-mtg-803:image:0,plan-mtg-803,image,0,image,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%2088%2088%22%3E%3Crect%20width%3D%2288%22%20height%3D%2288%22%20rx%3D%2218%22%20fill%3D%22%230b5cab%22%2F%3E%3Ccircle%20cx%3D%2244%22%20cy%3D%2226%22%20r%3D%2218%22%20fill%3D%22%23f7c948%22%2F%3E%3Cpath%20d%3D%22M44%2015l5.4%2010.8%2011.9%201.7-8.6%208.4%202%2011.8L44%2042l-10.7%205.7%202-11.8-8.6-8.4%2011.9-1.7z%22%20fill%3D%22%230b5cab%22%2F%3E%3Ctext%20x%3D%2244%22%20y%3D%2264%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%2211%22%20font-weight%3D%22700%22%20fill%3D%22%23fff%22%3EScout.org%3C%2Ftext%3E%3Ctext%20x%3D%2244%22%20y%3D%2276%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%227%22%20fill%3D%22%23dbeafe%22%3EOfficial%20fallback%3C%2Ftext%3E%3C%2Fsvg%3E","","","{""storage"": ""external""}"
plan-mtg-803:gallery:0,plan-mtg-803,gallery,0,image,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%2088%2088%22%3E%3Crect%20width%3D%2288%22%20height%3D%2288%22%20rx%3D%2218%22%20fill%3D%22%230b5cab%22%2F%3E%3Ccircle%20cx%3D%2244%22%20cy%3D%2226%22%20r%3D%2218%22%20fill%3D%22%23f7c948%22%2F%3E%3Cpath%20d%3D%22M44%2015l5.4%2010.8%2011.9%201.7-8.6%208.4%202%2011.8L44%2042l-10.7%205.7%202-11.8-8.6-8.4%2011.9-1.7z%22%20fill%3D%22%230b5cab%22%2F%3E%3Ctext%20x%3D%2244%22%20y%3D%2264%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%2211%22%20font-weight%3D%22700%22%20fill%3D%22%23fff%22%3EScout.org%3C%2Ftext%3E%3Ctext%20x%3D%2244%22%20y%3D%2276%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%227%22%20fill%3D%22%23dbeafe%22%3EOfficial%20fallback%3C%2Ftext%3E%3C%2Fsvg%3E","","","{""id"": ""image-1"", ""title"": """", ""storage"": ""external"", ""comments"": [], ""mediaType"": ""image"", ""reactions"": {""like"": [], ""love"": [], ""laugh"": [], ""disappointed"": []}, ""description"": """"}"
day-trip-to-dc-20:gallery:1,day-trip-to-dc-20,gallery,1,video,/api/event-media/day-trip-to-dc-20-gallery-001-face5f6bd32f7dae739c6c9d.img,day-trip-to-dc-20-gallery-001-face5f6bd32f7dae739c6c9d.img,video/mp4,"{""id"": ""image-1777566886839-1"", ""title"": """", ""storage"": ""file"", ""comments"": [], ""mediaType"": ""video"", ""reactions"": {""like"": [], ""love"": [], ""laugh"": [], ""disappointed"": []}, ""description"": """"}"
plan-mtg-802:image:0,plan-mtg-802,image,0,image,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%2088%2088%22%3E%3Crect%20width%3D%2288%22%20height%3D%2288%22%20rx%3D%2218%22%20fill%3D%22%230b5cab%22%2F%3E%3Ccircle%20cx%3D%2244%22%20cy%3D%2226%22%20r%3D%2218%22%20fill%3D%22%23f7c948%22%2F%3E%3Cpath%20d%3D%22M44%2015l5.4%2010.8%2011.9%201.7-8.6%208.4%202%2011.8L44%2042l-10.7%205.7%202-11.8-8.6-8.4%2011.9-1.7z%22%20fill%3D%22%230b5cab%22%2F%3E%3Ctext%20x%3D%2244%22%20y%3D%2264%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%2211%22%20font-weight%3D%22700%22%20fill%3D%22%23fff%22%3EScout.org%3C%2Ftext%3E%3Ctext%20x%3D%2244%22%20y%3D%2276%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%227%22%20fill%3D%22%23dbeafe%22%3EOfficial%20fallback%3C%2Ftext%3E%3C%2Fsvg%3E","","","{""storage"": ""external""}"
plan-mtg-802:gallery:0,plan-mtg-802,gallery,0,image,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%2088%2088%22%3E%3Crect%20width%3D%2288%22%20height%3D%2288%22%20rx%3D%2218%22%20fill%3D%22%230b5cab%22%2F%3E%3Ccircle%20cx%3D%2244%22%20cy%3D%2226%22%20r%3D%2218%22%20fill%3D%22%23f7c948%22%2F%3E%3Cpath%20d%3D%22M44%2015l5.4%2010.8%2011.9%201.7-8.6%208.4%202%2011.8L44%2042l-10.7%205.7%202-11.8-8.6-8.4%2011.9-1.7z%22%20fill%3D%22%230b5cab%22%2F%3E%3Ctext%20x%3D%2244%22%20y%3D%2264%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%2211%22%20font-weight%3D%22700%22%20fill%3D%22%23fff%22%3EScout.org%3C%2Ftext%3E%3Ctext%20x%3D%2244%22%20y%3D%2276%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%227%22%20fill%3D%22%23dbeafe%22%3EOfficial%20fallback%3C%2Ftext%3E%3C%2Fsvg%3E","","","{""id"": ""image-1"", ""title"": """", ""storage"": ""external"", ""comments"": [], ""mediaType"": ""image"", ""reactions"": {""like"": [], ""love"": [], ""laugh"": [], ""disappointed"": []}, ""description"": """"}"
high-adv-801:image:0,high-adv-801,image,0,image,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%2088%2088%22%3E%3Crect%20width%3D%2288%22%20height%3D%2288%22%20rx%3D%2218%22%20fill%3D%22%230b5cab%22%2F%3E%3Ccircle%20cx%3D%2244%22%20cy%3D%2226%22%20r%3D%2218%22%20fill%3D%22%23f7c948%22%2F%3E%3Cpath%20d%3D%22M44%2015l5.4%2010.8%2011.9%201.7-8.6%208.4%202%2011.8L44%2042l-10.7%205.7%202-11.8-8.6-8.4%2011.9-1.7z%22%20fill%3D%22%230b5cab%22%2F%3E%3Ctext%20x%3D%2244%22%20y%3D%2264%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%2211%22%20font-weight%3D%22700%22%20fill%3D%22%23fff%22%3EScout.org%3C%2Ftext%3E%3Ctext%20x%3D%2244%22%20y%3D%2276%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%227%22%20fill%3D%22%23dbeafe%22%3EOfficial%20fallback%3C%2Ftext%3E%3C%2Fsvg%3E","","","{""storage"": ""external""}"
high-adv-801:gallery:0,high-adv-801,gallery,0,image,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%2088%2088%22%3E%3Crect%20width%3D%2288%22%20height%3D%2288%22%20rx%3D%2218%22%20fill%3D%22%230b5cab%22%2F%3E%3Ccircle%20cx%3D%2244%22%20cy%3D%2226%22%20r%3D%2218%22%20fill%3D%22%23f7c948%22%2F%3E%3Cpath%20d%3D%22M44%2015l5.4%2010.8%2011.9%201.7-8.6%208.4%202%2011.8L44%2042l-10.7%205.7%202-11.8-8.6-8.4%2011.9-1.7z%22%20fill%3D%22%230b5cab%22%2F%3E%3Ctext%20x%3D%2244%22%20y%3D%2264%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%2211%22%20font-weight%3D%22700%22%20fill%3D%22%23fff%22%3EScout.org%3C%2Ftext%3E%3Ctext%20x%3D%2244%22%20y%3D%2276%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%227%22%20fill%3D%22%23dbeafe%22%3EOfficial%20fallback%3C%2Ftext%3E%3C%2Fsvg%3E","","","{""id"": ""image-1"", ""title"": """", ""storage"": ""external"", ""comments"": [], ""mediaType"": ""image"", ""reactions"": {""like"": [], ""love"": [], ""laugh"": [], ""disappointed"": []}, ""description"": """"}"
plan-mtg-800:image:0,plan-mtg-800,image,0,image,"data:image/svg+xml;utf8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%2088%2088%22%3E%3Crect%20width%3D%2288%22%20height%3D%2288%22%20rx%3D%2218%22%20fill%3D%22%230b5cab%22%2F%3E%3Ccircle%20cx%3D%2244%22%20cy%3D%2226%22%20r%3D%2218%22%20fill%3D%22%23f7c948%22%2F%3E%3Cpath%20d%3D%22M44%2015l5.4%2010.8%2011.9%201.7-8.6%208.4%202%2011.8L44%2042l-10.7%205.7%202-11.8-8.6-8.4%2011.9-1.7z%22%20fill%3D%22%230b5cab%22%2F%3E%3Ctext%20x%3D%2244%22%20y%3D%2264%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%2211%22%20font-weight%3D%22700%22%20fill%3D%22%23fff%22%3EScout.org%3C%2Ftext%3E%3Ctext%20x%3D%2244%22%20y%3D%2276%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2C%20sans-serif%22%20font-size%3D%227%22%20fill%3D%22%23dbeafe%22%3EOfficial%20fallback%3C%2Ftext%3E%3C%2Fsvg%3E","","","{""storage"": ""external""}"
